file_path,duration,pitch_min,pitch_max,pitch_mean,pitch_std,velocity_min,velocity_max,velocity_mean,velocity_std,tempo_mean,tempo_std,chord_changes,harmony_complexity,rhythm_mean,rhythm_std,syncopation,note_overlap_ratio,total_notes,tempo_variation,dynamic_range,dynamic_contrast,emotion
../EMOPIA_1.0/midis\Q1_0vLPYiPN7qY_0.mid,19.989583333333332,36,91,65.43786982248521,12.641061494155867,30,101,63.74556213017752,13.514414651853572,120.0,0.0,95,95.0,0.8697069156804734,0.7020069552973905,0.8071764667389455,0.9467455621301775,169,0,71,13.514414651853572,happy
../EMOPIA_1.0/midis\Q1_0vLPYiPN7qY_1.mid,39.98958333333333,36,79,64.15439429928742,7.355086848084484,22,84,50.83847980997625,9.819634292656541,120.0,0.0,247,247.0,0.579999257719715,0.4187959185038356,0.7220628525463028,0.9809976247030879,421,0,62,9.819634292656541,happy
../EMOPIA_1.0/midis\Q1_0vLPYiPN7qY_2.mid,39.98958333333333,29,86,65.04857142857144,11.739089072193718,29,93,61.637142857142855,13.747614561168385,120.0,0.0,181,181.0,0.7728162202380952,0.5327833942384108,0.6894050361342918,0.9742857142857143,350,0,64,13.747614561168385,happy
../EMOPIA_1.0/midis\Q1_1Qc15G0ZHIg_1.mid,38.58984375,33,81,59.31228070175439,12.38805409546163,26,94,67.2280701754386,10.650455132124222,120.0,0.0,157,157.0,0.6965734649122806,0.7896732224598102,1.133653896160477,0.8771929824561403,285,0,68,10.650455132124222,sad
../EMOPIA_1.0/midis\Q1_1Qc15G0ZHIg_2.mid,39.98958333333333,28,76,57.07183908045977,12.122365103322158,41,93,73.57183908045977,10.439921723044685,120.0,0.0,199,199.0,0.5661106621168581,0.4197938518991795,0.7415402676385637,0.8477011494252874,348,0,52,10.439921723044685,sad
../EMOPIA_1.0/midis\Q1_1Qc15G0ZHIg_3.mid,29.989583333333332,33,83,58.01831501831502,12.84236755769138,36,102,79.26007326007326,10.100689926483732,120.0,0.0,155,155.0,0.5992683531746033,0.5651270112044123,0.9430282914334983,0.9010989010989011,273,0,66,10.100689926483732,sad
../EMOPIA_1.0/midis\Q1_1vjy9oMFa8c_2.mid,29.989583333333332,27,79,53.134078212290504,11.401945860321565,35,98,69.21787709497207,14.911377455358688,120.0,0.0,76,76.0,0.9089196345437619,0.8660497191464298,0.9528342069331015,0.88268156424581,179,0,63,14.911377455358688,sad
../EMOPIA_1.0/midis\Q1_1vjy9oMFa8c_4.mid,19.989583333333332,27,82,54.37692307692308,11.779555551636184,48,102,79.88461538461539,10.134962043407057,120.0,0.0,64,64.0,0.9192608173076923,0.678879549604297,0.7385059134714151,0.9230769230769231,130,0,54,10.134962043407057,sad
../EMOPIA_1.0/midis\Q1_1vjy9oMFa8c_5.mid,59.98958333333333,24,91,56.08390022675737,16.131819213512085,31,101,78.26984126984127,12.633046044234822,120.0,0.0,249,249.0,0.7753743858654575,0.6820589379301343,0.8796511083724202,0.8253968253968254,441,0,70,12.633046044234822,sad
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_0.mid,39.98958333333333,45,79,64.30103806228374,8.665408639002791,38,80,61.79584775086505,8.543589639917036,120.0,0.0,206,206.0,0.5243431012110727,0.4213938436702691,0.803660509115077,0.889273356401384,289,0,42,8.543589639917036,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_1.mid,36.50911458333333,41,91,60.82062780269058,11.386567712420671,38,90,61.0,10.788633779774004,120.0,0.0,141,141.0,0.3771428905082212,0.7403818141298001,1.9631334243954435,0.852017937219731,223,0,52,10.788633779774004,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_10.mid,29.989583333333332,38,87,63.2887323943662,13.832285659361942,52,91,68.88732394366197,6.237210679789051,120.0,0.0,55,55.0,1.036320789319249,0.681360784513746,0.6574805712054919,0.971830985915493,142,0,39,6.237210679789051,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_11.mid,29.989583333333332,43,95,72.84530386740332,14.090800358457951,14,98,64.76243093922652,19.88235906086954,120.0,0.0,72,72.0,0.573492173112339,0.4259164114128532,0.7426717074470381,0.850828729281768,181,0,84,19.88235906086954,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_12.mid,29.989583333333332,36,86,65.38686131386861,10.55382324274764,31,80,58.88321167883212,10.528768856173306,120.0,0.0,200,200.0,0.35802539537712896,0.37146597711804596,1.037540861387107,0.8540145985401459,274,0,49,10.528768856173306,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_13.mid,37.75,45,95,70.20080321285141,13.390933790762467,49,99,73.81526104417671,10.114505470649155,120.0,0.0,117,117.0,0.6100704902945113,0.8254223128314131,1.3529949833058483,0.9116465863453815,249,0,50,10.114505470649155,hopeful
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_14.mid,29.989583333333332,39,84,65.6878612716763,10.59696338571081,45,94,74.39306358381504,9.77589097584868,120.0,0.0,71,71.0,0.9546829841040463,0.5145659965669909,0.5389914821304815,0.9710982658959537,173,0,49,9.77589097584868,hopeful
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_15.mid,29.989583333333332,40,99,63.08108108108108,10.38873708834347,53,89,74.74324324324324,7.309861555998154,120.0,0.0,60,60.0,0.9583157376126126,0.5508800140054351,0.574841873491304,0.9864864864864865,148,0,36,7.309861555998154,hopeful
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_2.mid,37.69921875,41,101,68.28373702422145,13.481338320821976,39,101,71.36332179930795,11.897318940088525,120.0,0.0,158,158.0,0.7525861447520183,0.7943863422482655,1.0555420768608763,0.9273356401384083,289,0,62,11.897318940088525,hopeful
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_3.mid,36.5390625,41,77,61.2125,8.929156945087257,35,90,65.3,11.395613191048561,120.0,0.0,40,40.0,0.8437581380208332,0.8063782148492098,0.9556982961263001,0.91875,160,0,55,11.395613191048561,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_4.mid,39.98958333333333,36,84,62.68036529680365,11.352714874706209,47,94,68.68493150684931,11.238644248248438,120.0,0.0,60,60.0,0.7555650684931506,0.41548638998653853,0.5499015337158947,0.9315068493150684,219,0,47,11.238644248248438,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_7.mid,39.98958333333333,38,91,63.63755458515284,10.584019640439253,41,95,67.46724890829694,7.890905817135354,120.0,0.0,120,120.0,0.4072393558951965,0.38603407575209586,0.9479291973230656,0.7903930131004366,229,0,54,7.890905817135354,hopeful
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_8.mid,36.84895833333333,45,94,67.24888888888889,11.696165035737565,55,92,69.82666666666667,8.061496966031392,120.0,0.0,101,101.0,0.7922627314814816,0.8015867901882646,1.0117688972815213,0.9555555555555556,225,0,37,8.061496966031392,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_9.mid,39.98958333333333,43,86,67.3891891891892,8.971419598528211,22,88,61.24864864864865,13.554008514919055,120.0,0.0,69,69.0,0.8644214527027025,0.7539792741170741,0.8722357268664266,0.918918918918919,185,0,66,13.554008514919055,happy
../EMOPIA_1.0/midis\Q1_3ahg_eQZhxs_0.mid,39.98958333333333,24,84,59.67283950617284,12.977345049346468,43,114,85.59567901234568,13.112762837415321,120.0,0.0,187,187.0,0.8235194830246914,0.5528591633334755,0.671337077907238,0.9475308641975309,324,0,71,13.112762837415321,happy
../EMOPIA_1.0/midis\Q1_3ahg_eQZhxs_1.mid,29.989583333333332,26,94,62.506024096385545,13.614639086116183,48,112,86.9718875502008,14.728984513216378,120.0,0.0,154,154.0,0.827727576974565,0.5498571337955724,0.6642972266374892,0.9518072289156626,249,0,64,14.728984513216378,happy
../EMOPIA_1.0/midis\Q1_3N2G21U7guk_3.mid,49.98958333333333,29,84,61.65909090909091,9.635657850082511,36,104,74.23989898989899,10.818779220789228,120.0,0.0,153,153.0,0.9702658091329965,0.9034462620186868,0.9311327406517418,0.9570707070707071,396,0,68,10.818779220789228,hopeful
../EMOPIA_1.0/midis\Q1_3N2G21U7guk_5.mid,29.989583333333332,35,75,60.81609195402299,8.940238456237044,44,104,77.44061302681992,12.318308571430565,120.0,0.0,142,142.0,0.7578474217752236,0.5406843854577668,0.7134475488367273,0.9310344827586207,261,0,60,12.318308571430565,hopeful
../EMOPIA_1.0/midis\Q1_3N2G21U7guk_6.mid,39.98958333333333,32,80,57.45402298850575,10.961828278980763,40,106,80.78448275862068,12.600724779247678,120.0,0.0,181,181.0,0.9148594647988506,0.8699960107466198,0.9509613708132812,0.9080459770114943,348,0,66,12.600724779247678,happy
../EMOPIA_1.0/midis\Q1_4dXC1cC7crw_0.mid,37.819010416666664,32,83,62.13147410358566,9.820837541587462,45,107,76.49003984063745,13.680871151230834,120.0,0.0,84,84.0,0.6112632802124833,0.7951360341780809,1.3008077859701974,0.9322709163346613,251,0,62,13.680871151230834,hopeful
../EMOPIA_1.0/midis\Q1_4dXC1cC7crw_1.mid,38.408854166666664,27,87,56.34591194968554,17.376875916607624,71,111,95.18553459119497,8.623511348902632,120.0,0.0,208,208.0,0.7816430817610063,0.9429522671303728,1.2063719223433083,0.89937106918239,318,0,40,8.623511348902632,tense
../EMOPIA_1.0/midis\Q1_4ydjOX3pWds_0.mid,26.899739583333332,27,84,57.870722433460074,15.602427977519373,50,112,89.9467680608365,11.323325424982032,120.0,0.0,173,173.0,0.5894278754752852,0.4618236902589126,0.7835117907963227,0.935361216730038,263,0,62,11.323325424982032,happy
